"lon","lat","beta.mean","beta.sd","n.members"
161.25,43.8219909667969,0.00530440147913622,0.0214591714870346,20
161.25,44.764404296875,0.00469948424906401,0.0199499903625214,20
161.25,45.7068023681641,0.00365904600807081,0.0180387946164805,20
161.25,46.6492156982422,0.0034503310846387,0.0164605814576976,20
161.25,47.5916290283203,0.00427232748073929,0.0156252771785866,20
161.25,48.5340270996094,0.00515577648965276,0.0157337851584732,20
161.25,49.4764404296875,0.00558482986761859,0.0161988410313733,20
161.25,50.4188537597656,0.00577698920045373,0.0168167166589305,20
161.25,51.3612518310547,0.00522589188966223,0.0176387240686936,20
161.25,52.3036651611328,0.0041414280735824,0.018292548925138,20
161.25,53.2460784912109,0.00310412926143645,0.018474218027607,20
161.25,54.1884765625,0.002551728001042,0.0185598683619707,20
161.25,55.1308898925781,0.00236391153830684,0.0192003111686616,20
161.25,56.0733032226562,0.00231157557533221,0.0190977268758145,20
161.25,58.9005279541016,-0.00272223817917819,0.0164091436827521,20
161.25,59.8429260253906,-0.00191752156932392,0.0154294381917983,20
161.25,60.7853393554688,-0.00157557074426575,0.0159578410301701,20
162.5,20.2617797851562,0.00409392957596057,0.0196285061075184,20
162.5,21.2041854858398,0.00103598390023881,0.0187826182040641,20
162.5,22.146598815918,-0.00160006384018864,0.0187119304755682,20
162.5,23.0890045166016,-0.00307791242519197,0.0187992290293345,20
162.5,24.0314178466797,-0.00380367670773702,0.0186014613242366,20
162.5,24.9738235473633,-0.00428786784839944,0.0184069995808573,20
162.5,25.9162292480469,-0.00401050059480371,0.0186952981106833,20
162.5,26.858642578125,-0.00196573427272391,0.0192573086612615,20
162.5,27.8010482788086,0.000526981955747664,0.0197162754052392,20
162.5,28.7434539794922,0.0017867867016719,0.0214032486130016,20
162.5,29.6858673095703,0.00308014888059117,0.0236897793342551,20
162.5,30.6282730102539,0.0047079585031527,0.0249121126620981,20
162.5,31.5706787109375,0.00656444663148352,0.0258924150527492,20
162.5,32.5130920410156,0.00769801755493779,0.0256376508018048,20
162.5,33.4554977416992,0.00815443524349323,0.024580314039469,20
162.5,34.3979034423828,0.00819252852547322,0.0227944780622366,20
